t,Vr-->,z_V,0,1,2,3,4,5,6
0.529993,50,4.4847e-19,4.4847e-19,4.4847e-19,4.4847e-19,4.4847e-19,4.4847e-19,4.4847e-19,
0.529993,55,4.3179e-21,4.3179e-21,4.3179e-21,4.3179e-21,4.3179e-21,4.3179e-21,4.3179e-21,
0.529993,60,3.80882e-23,3.80882e-23,3.80882e-23,3.80882e-23,3.80882e-23,3.80882e-23,3.80882e-23,
0.529993,65,3.09787e-25,3.09787e-25,3.09787e-25,3.09787e-25,3.09787e-25,3.09787e-25,3.09787e-25,
0.529993,70,2.3354e-27,2.3354e-27,2.3354e-27,2.3354e-27,2.3354e-27,2.3354e-27,2.3354e-27,
0.529993,75,1.63886e-29,1.63886e-29,1.63886e-29,1.63886e-29,1.63886e-29,1.63886e-29,1.63886e-29,
0.529993,80,1.07432e-31,1.07432e-31,1.07432e-31,1.07432e-31,1.07432e-31,1.07432e-31,1.07432e-31,
0.529993,85,6.59743e-34,6.59743e-34,6.59743e-34,6.59743e-34,6.59743e-34,6.59743e-34,6.59743e-34,
0.529993,90,3.80437e-36,3.80437e-36,3.80437e-36,3.80437e-36,3.80437e-36,3.80437e-36,3.80437e-36,
0.529993,95,2.06377e-38,2.06377e-38,2.06377e-38,2.06377e-38,2.06377e-38,2.06377e-38,2.06377e-38,
0.529993,100,1.05473e-40,1.05473e-40,1.05473e-40,1.05473e-40,1.05473e-40,1.05473e-40,1.05473e-40,

0.529993,5,305.018,305.02,304.996,304.998,305.304,307.544,316.237,
0.529993,10,305.019,305.021,304.995,304.999,305.33,307.699,316.614,
0.529993,15,305.019,305.022,304.995,304.999,305.331,307.705,316.624,
0.529993,20,305.019,305.022,304.995,304.999,305.331,307.705,316.625,
0.529993,25,305.019,305.022,304.995,304.999,305.331,307.705,316.625,
0.529993,30,305.019,305.022,304.995,304.999,305.331,307.705,316.625,
0.529993,35,305.019,305.022,304.995,304.999,305.331,307.705,316.625,
0.529993,40,305.019,305.022,304.995,304.999,305.331,307.705,316.625,
0.529993,45,305.019,305.022,304.995,304.999,305.331,307.705,316.625,
0.529993,50,305.019,305.022,304.995,304.999,305.331,307.705,316.625,
0.529993,55,305.019,305.022,304.995,304.999,305.331,307.705,316.625,
0.529993,60,305.019,305.022,304.995,304.999,305.331,307.705,316.625,
0.529993,65,305.019,305.022,304.995,304.999,305.331,307.705,316.625,
0.529993,70,305.019,305.022,304.995,304.999,305.331,307.705,316.625,
0.529993,75,305.019,305.022,304.995,304.999,305.331,307.705,316.625,
0.529993,80,305.019,305.022,304.995,304.999,305.331,307.705,316.625,
0.529993,85,305.019,305.022,304.995,304.999,305.331,307.705,316.625,
0.529993,90,305.019,305.022,304.995,304.999,305.331,307.705,316.625,
0.529993,95,305.019,305.022,304.995,304.999,305.331,307.705,316.625,
0.529993,100,305.019,305.022,304.995,304.999,305.331,307.705,316.625,

t_Vr-->,z_V,0,1,2,3,4,5,6
0.648478,5,0.00121636,0.00121636,0.00121636,0.00121636,0.00121636,0.00121636,0.00121636,
0.648478,10,7.71742e-05,7.71742e-05,7.71742e-05,7.71742e-05,7.71742e-05,7.71741e-05,7.7174e-05,
0.648478,15,3.30002e-06,3.30002e-06,3.30002e-06,3.30002e-06,3.30002e-06,3.30002e-06,3.30002e-06,
